refinery_id,unit_id,nameplate_kbd,effective_kbd,effective_year,eff_vs_nameplate
PBF_TORRANCE,VDU,102.3,102.19,2018,0.9989
PEMEX_DEER_PARK,ALKY,21.0,19.25,2024,0.9167
PEMEX_DEER_PARK,CCR,44.0,45.0,2019,1.0227
PEMEX_DEER_PARK,CDU,340.0,300.22,2017,0.883
PEMEX_DEER_PARK,COKER,96.0,76.24,2018,0.7942
PEMEX_DEER_PARK,DHCU,60.0,48.41,2024,0.8068
PEMEX_DEER_PARK,FCC,75.1,66.78,2017,0.8892
PEMEX_DEER_PARK,NHT,80.0,78.94,2022,0.9868
PEMEX_DEER_PARK,REF,24.5,24.5,2024,1.0
PEMEX_DEER_PARK,VDU,180.0,150.21,2017,0.8345
PHILLIPS_BILLINGS,ALKY,7.3,5.99,2023,0.8205
PHILLIPS_BILLINGS,CDU,69.5,68.11,2019,0.98
PHILLIPS_BILLINGS,COKER,18.27,20.12,2018,1.1013
PHILLIPS_BILLINGS,FCC,23.5,21.5,2018,0.9149
PHILLIPS_BILLINGS,NHT,12.25,16.29,2019,1.3298
PHILLIPS_BILLINGS,REF,9.2,10.97,2019,1.1924
PHILLIPS_BILLINGS,VDU,45.1,34.52,2018,0.7654
PHILLIPS_FERNDALE,ALKY,12.7,15.44,2024,1.2157
PHILLIPS_FERNDALE,CCR,18.5,17.08,2017,0.9232
PHILLIPS_FERNDALE,CDU,110.5,104.97,2017,0.95
PHILLIPS_FERNDALE,FCC,38.0,37.94,2024,0.9984
PHILLIPS_FERNDALE,NHT,19.4,18.6,2017,0.9588
PHILLIPS_FERNDALE,VDU,48.1,39.0,2017,0.8108
PHILLIPS_LINDEN,ALKY,18.8,22.62,2023,1.2032
PHILLIPS_LINDEN,CCR,37.0,34.68,2019,0.9373
PHILLIPS_LINDEN,CDU,272.1,255.77,2022,0.94
PHILLIPS_LINDEN,FCC,145.0,110.22,2017,0.7601
PHILLIPS_LINDEN,NHT,65.5,65.38,2023,0.9982
PHILLIPS_LINDEN,VDU,75.0,83.43,2017,1.1124
PHILLIPS_PONCA_CITY,ALKY,17.57,16.7,2023,0.9505
PHILLIPS_PONCA_CITY,CDU,226.67,222.14,2019,0.98
PHILLIPS_PONCA_CITY,COKER,27.39,27.44,2023,1.0018
PHILLIPS_PONCA_CITY,FCC,76.91,70.18,2023,0.9125
PHILLIPS_PONCA_CITY,NHT,51.51,59.13,2017,1.1479
PHILLIPS_PONCA_CITY,REF,49.26,46.34,2017,0.9407
PHILLIPS_PONCA_CITY,VDU,89.04,79.57,2023,0.8936
PHILLIPS_SWEENY,ALKY,21.6,25.99,2024,1.2032
PHILLIPS_SWEENY,CCR,42.1,35.0,2024,0.8314
PHILLIPS_SWEENY,CDU,278.9,270.25,2022,0.969
PHILLIPS_SWEENY,COKER,78.7,70.14,2023,0.8912
PHILLIPS_SWEENY,FCC,111.0,110.83,2023,0.9985
PHILLIPS_SWEENY,ISOM,10.1,10.0,2024,0.9901
PHILLIPS_SWEENY,NHT,73.4,71.8,2023,0.9782
PHILLIPS_SWEENY,VDU,132.1,131.14,2023,0.9927
PHILLIPS_WESTLAKE,ALKY,9.0,9.91,2023,1.1011
PHILLIPS_WESTLAKE,CCR,48.0,37.5,2021,0.7812
PHILLIPS_WESTLAKE,CDU,273.0,241.32,2023,0.884
PHILLIPS_WESTLAKE,COKER,65.2,47.8,2017,0.7331
PHILLIPS_WESTLAKE,FCC,51.6,50.47,2022,0.9781
PHILLIPS_WESTLAKE,ISOM,25.0,19.79,2021,0.7916
PHILLIPS_WESTLAKE,NHT,50.0,49.99,2021,0.9998
PHILLIPS_WESTLAKE,VDU,125.0,101.89,2019,0.8151
PLACID_PORT_ALLEN,ALKY,7.5,7.45,2021,0.9933
PLACID_PORT_ALLEN,CDU,82.5,78.48,2018,0.9513
PLACID_PORT_ALLEN,FCC,25.0,24.69,2021,0.9876
PLACID_PORT_ALLEN,NHT,12.0,10.7,2022,0.8917
PLACID_PORT_ALLEN,VDU,27.0,26.41,2018,0.9781
SHELL_NORCO,ALKY,18.1,21.78,2023,1.2033
SHELL_NORCO,CCR,40.0,39.65,2023,0.9912
SHELL_NORCO,CDU,250.0,239.28,2018,0.9571
SHELL_NORCO,COKER,28.5,27.04,2022,0.9488
SHELL_NORCO,DHCU,44.0,42.44,2019,0.9645
SHELL_NORCO,FCC,118.8,107.11,2018,0.9016
SHELL_NORCO,NHT,42.0,41.91,2023,0.9979
SHELL_NORCO,VDU,91.3,80.59,2024,0.8827
SINCLAIR_SINCLAIR,ALKY,5.0,3.55,2024,0.71
SINCLAIR_SINCLAIR,CDU,94.0,87.4,2024,0.9298
SINCLAIR_SINCLAIR,COKER,20.0,18.42,2017,0.921
SINCLAIR_SINCLAIR,DHCU,16.0,14.97,2018,0.9356
SINCLAIR_SINCLAIR,FCC,22.0,20.87,2018,0.9486
SINCLAIR_SINCLAIR,NHT,21.5,17.66,2021,0.8214
SINCLAIR_SINCLAIR,REF,13.0,14.0,2024,1.0769
SINCLAIR_SINCLAIR,VDU,51.0,35.24,2017,0.691
SUNCOR_DENVER,CDU,98.0,105.8,2017,1.0796
SUNCOR_DENVER,FCC,30.0,29.86,2022,0.9953
SUNCOR_DENVER,NHT,22.0,27.78,2022,1.2627
SUNCOR_DENVER,VDU,33.5,42.36,2023,1.2645
TOTAL_PORT_ARTHUR,ALKY,7.5,9.02,2024,1.2027
TOTAL_PORT_ARTHUR,CCR,43.0,40.43,2024,0.9402
TOTAL_PORT_ARTHUR,CDU,195.0,232.55,2018,1.1926
TOTAL_PORT_ARTHUR,COKER,60.0,38.07,2019,0.6345
TOTAL_PORT_ARTHUR,FCC,80.0,79.81,2018,0.9976
TOTAL_PORT_ARTHUR,ISOM,7.8,8.0,2019,1.0256
TOTAL_PORT_ARTHUR,NHT,57.5,48.47,2018,0.843
TOTAL_PORT_ARTHUR,VDU,117.0,104.64,2018,0.8944
UNITED_WARREN,ALKY,4.5,5.42,2022,1.2044
UNITED_WARREN,CDU,70.0,67.8,2017,0.9686
UNITED_WARREN,FCC,25.0,24.01,2024,0.9604
UNITED_WARREN,ISOM,8.5,4.37,2024,0.5141
UNITED_WARREN,NHT,26.0,20.17,2024,0.7758
UNITED_WARREN,REF,14.0,14.48,2018,1.0343
UNITED_WARREN,VDU,40.0,31.36,2017,0.784
VALERO_ARDMORE,ALKY,7.01,3.98,2018,0.5678
VALERO_ARDMORE,CCR,20.5,19.1,2018,0.9317
VALERO_ARDMORE,CDU,88.0,83.59,2018,0.9499
VALERO_ARDMORE,DHCU,14.0,9.44,2022,0.6743
VALERO_ARDMORE,FCC,30.0,13.18,2018,0.4393
VALERO_ARDMORE,NHT,27.0,27.69,2018,1.0256
VALERO_ARDMORE,VDU,32.0,26.11,2022,0.8159
VALERO_BENICIA,ALKY,17.1,16.1,2023,0.9415
VALERO_BENICIA,CDU,149.0,133.86,2018,0.8984
VALERO_BENICIA,DHCU,34.0,15.86,2023,0.4665
VALERO_BENICIA,FCC,75.3,58.69,2023,0.7794
VALERO_BENICIA,FCOKER,29.5,28.66,2017,0.9715
VALERO_BENICIA,NHT,30.0,36.48,2018,1.216
VALERO_BENICIA,REF,37.2,27.62,2018,0.7425
VALERO_BENICIA,VDU,85.5,67.31,2018,0.7873
VALERO_CORPUS_CHRISTI,ALKY,24.5,30.23,2024,1.2339
VALERO_CORPUS_CHRISTI,CCR,39.0,59.88,2024,1.5354
VALERO_CORPUS_CHRISTI,CDU,297.0,249.82,2023,0.8411
VALERO_CORPUS_CHRISTI,COKER,19.0,18.68,2024,0.9832
VALERO_CORPUS_CHRISTI,DHCU,51.0,50.17,2024,0.9837
VALERO_CORPUS_CHRISTI,FCC,25.5,29.18,2019,1.1443
VALERO_CORPUS_CHRISTI,ISOM,12.0,10.5,2019,0.875
VALERO_CORPUS_CHRISTI,NHT,57.0,84.9,2023,1.4895
VALERO_CORPUS_CHRISTI,RCC,70.0,91.2,2024,1.3029
VALERO_CORPUS_CHRISTI,REF,11.0,8.87,2018,0.8064
VALERO_CORPUS_CHRISTI,VDU,91.0,92.52,2017,1.0167
VALERO_HOUSTON,ALKY,28.9,34.93,2024,1.2087
VALERO_HOUSTON,CDU,210.0,210.0,2024,1.0
VALERO_HOUSTON,DHCU,71.9,31.03,2024,0.4316
VALERO_HOUSTON,FCC,75.2,57.57,2019,0.7656
VALERO_HOUSTON,NHT,9.0,9.0,2024,1.0
VALERO_HOUSTON,VDU,38.0,69.88,2018,1.8389
VALERO_LOS_ANGELES,ALKY,22.0,18.07,2018,0.8214
VALERO_LOS_ANGELES,CCR,18.0,16.91,2018,0.9394
VALERO_LOS_ANGELES,CDU,87.0,82.65,2023,0.95
VALERO_LOS_ANGELES,COKER,28.8,21.81,2023,0.7573
VALERO_LOS_ANGELES,FCC,56.3,52.6,2018,0.9343
VALERO_LOS_ANGELES,NHT,32.0,26.63,2023,0.8322
VALERO_LOS_ANGELES,VDU,46.0,38.55,2023,0.838
VALERO_MEMPHIS,ALKY,12.7,9.17,2023,0.722
VALERO_MEMPHIS,CCR,36.0,35.5,2019,0.9861
VALERO_MEMPHIS,CDU,185.0,187.36,2018,1.0128
VALERO_MEMPHIS,DHCU,26.5,23.8,2018,0.8981
VALERO_MEMPHIS,NHT,52.0,68.71,2018,1.3213
VALERO_MEMPHIS,RCC,70.0,54.8,2022,0.7829
VALERO_MERAUX,CCR,32.0,31.92,2023,0.9975
VALERO_MERAUX,CDU,128.0,126.23,2018,0.9862
VALERO_MERAUX,DHCU,48.7,48.3,2023,0.9918
VALERO_MERAUX,NHT,40.0,39.94,2023,0.9985
VALERO_MERAUX,VDU,60.0,51.0,2023,0.85
VALERO_PORT_ARTHUR,ALKY,19.5,23.91,2024,1.2262
VALERO_PORT_ARTHUR,CCR,55.0,57.9,2023,1.0527
VALERO_PORT_ARTHUR,CDU,415.0,332.38,2018,0.8009
VALERO_PORT_ARTHUR,COKER,158.0,104.55,2023,0.6617
VALERO_PORT_ARTHUR,DHCU,134.8,96.03,2018,0.7124
VALERO_PORT_ARTHUR,FCC,75.0,71.58,2018,0.9544
VALERO_PORT_ARTHUR,NHT,48.7,80.67,2019,1.6565
VALERO_PORT_ARTHUR,VDU,220.0,200.67,2018,0.9121
VALERO_SAINT_CHARLES,ALKY,48.0,24.81,2021,0.5169
VALERO_SAINT_CHARLES,CCR,25.0,27.0,2019,1.08
VALERO_SAINT_CHARLES,CDU,220.0,197.41,2018,0.8973
VALERO_SAINT_CHARLES,COKER,86.0,71.67,2023,0.8334
VALERO_SAINT_CHARLES,DHCU,113.0,78.99,2024,0.699
VALERO_SAINT_CHARLES,FCC,100.0,99.38,2021,0.9938
VALERO_SAINT_CHARLES,NHT,45.0,46.64,2019,1.0364
VALERO_SAINT_CHARLES,VDU,180.0,156.52,2018,0.8696
VALERO_SUNRAY,ALKY,9.8,11.79,2024,1.2031
VALERO_SUNRAY,CCR,29.0,28.46,2018,0.9814
VALERO_SUNRAY,CDU,200.0,189.28,2018,0.9464
VALERO_SUNRAY,DHCU,29.0,20.0,2019,0.6897
VALERO_SUNRAY,FCC,56.0,55.92,2021,0.9986
VALERO_SUNRAY,NHT,44.4,57.33,2023,1.2912
VALERO_SUNRAY,REF,18.0,21.49,2019,1.1939
VALERO_SUNRAY,VDU,50.0,53.45,2023,1.069
VALERO_TEXAS_CITY,ALKY,14.7,18.14,2024,1.234
VALERO_TEXAS_CITY,CCR,18.1,18.0,2024,0.9945
VALERO_TEXAS_CITY,CDU,231.0,209.26,2018,0.9059
VALERO_TEXAS_CITY,COKER,53.5,53.29,2021,0.9961
VALERO_TEXAS_CITY,FCC,86.0,85.5,2017,0.9942
VALERO_TEXAS_CITY,ISOM,6.5,6.5,2024,1.0
VALERO_TEXAS_CITY,NHT,25.0,36.72,2021,1.4688
VALERO_TEXAS_CITY,VDU,133.5,131.51,2018,0.9851
VALERO_THREE_RIVERS,ALKY,7.0,8.64,2024,1.2343
VALERO_THREE_RIVERS,CCR,23.5,22.75,2019,0.9681
VALERO_THREE_RIVERS,CDU,91.0,86.8,2024,0.9538
VALERO_THREE_RIVERS,DHCU,28.0,14.99,2019,0.5354
VALERO_THREE_RIVERS,FCC,23.84,23.37,2023,0.9803
VALERO_THREE_RIVERS,NHT,35.0,38.03,2023,1.0866
VALERO_THREE_RIVERS,REF,10.0,10.5,2019,1.05
VALERO_THREE_RIVERS,VDU,33.5,34.82,2023,1.0394
VERTEX_MOBILE,CDU,90.6,90.72,2017,1.0013
VERTEX_MOBILE,ISOM,2.0,1.9,2024,0.95
VERTEX_MOBILE,NHT,28.0,20.83,2021,0.7439
VERTEX_MOBILE,REF,22.0,20.8,2018,0.9455
VERTEX_MOBILE,VDU,29.0,28.8,2017,0.9931
WRB_BORGER,ALKY,14.0,12.13,2021,0.8664
WRB_BORGER,CDU,157.0,147.84,2017,0.9417
WRB_BORGER,COKER,28.38,25.65,2021,0.9038
WRB_BORGER,FCC,56.0,51.95,2017,0.9277
WRB_BORGER,ISOM,31.0,16.11,2021,0.5197
WRB_BORGER,NHT,65.54,34.92,2017,0.5328
WRB_BORGER,REF,31.28,30.0,2017,0.9591
WRB_BORGER,VDU,80.0,55.28,2021,0.691
XOM_BAYTOWN,ALKY,41.0,49.33,2024,1.2032
XOM_BAYTOWN,CCR,127.5,133.94,2019,1.0505
XOM_BAYTOWN,CDU,584.0,549.52,2023,0.941
XOM_BAYTOWN,COKER,54.0,47.29,2023,0.8757
XOM_BAYTOWN,DHCU,29.9,30.5,2023,1.0201
XOM_BAYTOWN,FCC,220.0,212.42,2024,0.9655
XOM_BAYTOWN,FCOKER,42.0,40.88,2023,0.9733
XOM_BAYTOWN,NHT,155.5,155.04,2023,0.997
XOM_BAYTOWN,VDU,297.0,220.96,2023,0.744
