refinery_id,rem_name,product,grade,sub_region,yield_pct_2021
VALERO_THREE_RIVERS,Three Rivers,Propylene,Standard,PADD III,1.51
BP_WHITING,Whiting,Propylene,Standard,PADD II,3.32
EXXONMOBIL_BATON_ROUGE,Baton Rouge,Other Products,Standard,PADD III,0.25
HF_TULSA,Tulsa,Other Products,Standard,PADD II,0.68
,Alliance,Refinery Fuel,Standard,PADD III,5.89
MARATHON_ANACORTES,Anacortes Marathon,Refinery Fuel,Standard,PADD V,4.28
VALERO_ARDMORE,Ardmore,Refinery Fuel,Standard,PADD II,2.24
EXXONMOBIL_BATON_ROUGE,Baton Rouge,Refinery Fuel,Standard,PADD III,5.13
XOM_BAYTOWN,Baytown,Refinery Fuel,Standard,PADD III,4.28
PHILLIPS_LINDEN,Bayway,Refinery Fuel,Standard,PADD I,5.62
EXXONMOBIL_BEAUMONT,Beaumont,Refinery Fuel,Standard,PADD III,5.10
VALERO_BENICIA,Benicia,Refinery Fuel,Standard,PADD V,6.08
ALON_BIG_SPRINGS,Big Spring,Refinery Fuel,Standard,PADD III,4.34
PHILLIPS_BILLINGS,Billings P66,Refinery Fuel,Standard,PADD IV,6.46
PAR_BILLINGS,Billings Par,Refinery Fuel,Standard,PADD IV,3.94
WRB_BORGER,Borger,Refinery Fuel,Standard,PADD III,5.85
MARATHON_CANTON,Canton,Refinery Fuel,Standard,PADD II,1.86
MARATHON_CATLETTSBURG,Catlettsburg,Refinery Fuel,Standard,PADD II,3.61
PBF_CHALMETTE,Chalmette,Refinery Fuel,Standard,PADD III,4.70
BP_FERNDALE,Cherry Point,Refinery Fuel,Standard,PADD V,0.69
CVR_COFFEYVILLE,Coffeyville,Refinery Fuel,Standard,PADD II,4.52
SUNCOR_DENVER,Commerce City,Refinery Fuel,Standard,PADD IV,4.77
CITGO_CORPUS_CHRISTI,Corpus Christi Citgo,Refinery Fuel,Standard,PADD III,4.56
FLINT_CORPUS_CHRISTI,Corpus Christi Flint Hills,Refinery Fuel,Standard,PADD III,4.20
VALERO_CORPUS_CHRISTI,Corpus Christi Valero,Refinery Fuel,Standard,PADD III,6.00
PEMEX_DEER_PARK,Deer Park,Refinery Fuel,Standard,PADD III,4.83
MARATHON_DETROIT,Detroit,Refinery Fuel,Standard,PADD II,3.01
,East Coast Refining System PBF (Delaware and Paulsboro),Refinery Fuel,Standard,PADD I,4.52
HF_EL_DORADO_KS,El Dorado Frontier,Refinery Fuel,Standard,PADD II,2.90
DELEK_EL_DORADO_AR,El Dorado Lion Oil,Refinery Fuel,Standard,PADD III,2.96
MARATHON_EL_PASO,El Paso,Refinery Fuel,Standard,PADD III,3.75
CHEVRON_EL_SEGUNDO,El Segundo,Refinery Fuel,Standard,PADD V,5.96
PHILLIPS_FERNDALE,Ferndale P66,Refinery Fuel,Standard,PADD V,3.77
MPC_GALV_BAY,Galveston Bay,Refinery Fuel,Standard,PADD III,2.48
MARATHON_GARYVILLE,Garyville,Refinery Fuel,Standard,PADD III,3.47
LYONDELLBASELL_HOUSTON,Houston Lyondell,Refinery Fuel,Standard,PADD III,7.33
VALERO_HOUSTON,Houston Valero,Refinery Fuel,Standard,PADD III,3.24
EXXONMOBIL_JOLIET,Joliet,Refinery Fuel,Standard,PADD II,6.27
PAR_EWA_BEACH,Kapolei Par,Refinery Fuel,Standard,PADD V,7.72
MARATHON_NIKISKI,Kenai,Refinery Fuel,Standard,PADD V,0.19
DELEK_KROTZ_SPRINGS,Krotz Springs,Refinery Fuel,Standard,PADD III,4.88
CITGO_LAKE_CHARLES,Lake Charles Citgo,Refinery Fuel,Standard,PADD III,6.15
PHILLIPS_WESTLAKE,Lake Charles P66,Refinery Fuel,Standard,PADD III,3.44
CHS_LAUREL,Laurel,Refinery Fuel,Standard,PADD IV,5.00
CITGO_LEMONT,Lemont,Refinery Fuel,Standard,PADD II,5.18
CENOVUS_LIMA,Lima,Refinery Fuel,Standard,PADD II,8.24
,Los Angeles Marathon,Refinery Fuel,Standard,PADD V,4.75
PHILLIPS_LOS_ANGELES,Los Angeles P66,Refinery Fuel,Standard,PADD V,6.79
MARATHON_MANDAN,Mandan,Refinery Fuel,Standard,PADD II,5.67
PBF_MARTINEZ,Martinez PBF,Refinery Fuel,Standard,PADD V,5.06
VALERO_SUNRAY,McKee,Refinery Fuel,Standard,PADD III,4.33
NCRA_MCPHERSON,McPherson,Refinery Fuel,Standard,PADD II,3.40
VALERO_MEMPHIS,Memphis,Refinery Fuel,Standard,PADD II,5.76
VALERO_MERAUX,Meraux,Refinery Fuel,Standard,PADD III,0.13
HF_ARTESIA,Navajo (Artesia),Refinery Fuel,Standard,PADD III,2.67
SHELL_NORCO,Norco,Refinery Fuel,Standard,PADD III,4.54
CHEVRON_PASADENA,Pasadena,Refinery Fuel,Standard,PADD III,2.24
CHEVRON_PASCAGOULA,Pascagoula,Refinery Fuel,Standard,PADD III,4.89
FLINT_ROSEMOUNT,Pine Bend,Refinery Fuel,Standard,PADD II,4.62
PHILLIPS_PONCA_CITY,Ponca City,Refinery Fuel,Standard,PADD II,5.13
PLACID_PORT_ALLEN,Port Allen,Refinery Fuel,Standard,PADD III,4.62
MOTIVA_PAR,Port Arthur Motiva,Refinery Fuel,Standard,PADD III,3.28
TOTAL_PORT_ARTHUR,Port Arthur Total,Refinery Fuel,Standard,PADD III,4.63
VALERO_PORT_ARTHUR,Port Arthur Valero,Refinery Fuel,Standard,PADD III,2.37
HF_ANACORTES,Puget Sound,Refinery Fuel,Standard,PADD V,4.44
CHEVRON_RICHMOND,Richmond,Refinery Fuel,Standard,PADD V,3.11
MARATHON_ROBINSON,Robinson,Refinery Fuel,Standard,PADD II,5.90
BIG_NORTH_SLATERVILLE_CANAL,Salt Lake City BigWest,Refinery Fuel,Standard,PADD IV,6.67
CHEVRON_SALT_LAKE_CITY,Salt Lake City Chevron,Refinery Fuel,Standard,PADD IV,3.18
MARATHON_SALT_LAKE_CITY,Salt Lake City Marathon,Refinery Fuel,Standard,PADD IV,6.22
,San Francisco (Rodeo and Santa Maria),Refinery Fuel,Standard,PADD V,2.49
VERTEX_MOBILE,Saraland,Refinery Fuel,Standard,PADD III,1.28
CALUMET_SHREVEPORT,Shreveport,Refinery Fuel,Standard,PADD III,1.20
SINCLAIR_SINCLAIR,Sinclair,Refinery Fuel,Standard,PADD IV,3.41
VALERO_SAINT_CHARLES,St. Charles,Refinery Fuel,Standard,PADD III,5.57
MARATHON_SAINT_PAUL_PARK,St. Paul Park,Refinery Fuel,Standard,PADD II,3.49
PHILLIPS_SWEENY,Sweeny,Refinery Fuel,Standard,PADD III,4.89
VALERO_TEXAS_CITY,Texas City Valero,Refinery Fuel,Standard,PADD III,5.37
VALERO_THREE_RIVERS,Three Rivers,Refinery Fuel,Standard,PADD III,4.86
CENOVUS_TOLEDO,Toledo Cenovus,Refinery Fuel,Standard,PADD II,3.52
PBF_TOLEDO,Toledo PBF,Refinery Fuel,Standard,PADD II,6.76
PBF_TORRANCE,Torrance,Refinery Fuel,Standard,PADD V,6.19
MONROE_TRAINER,Trainer,Refinery Fuel,Standard,PADD I,1.63
HF_TULSA,Tulsa,Refinery Fuel,Standard,PADD II,3.58
HUNT_TUSCALOOSA,Tuscaloosa,Refinery Fuel,Standard,PADD III,1.70
DELEK_TYLER,Tyler,Refinery Fuel,Standard,PADD III,4.73
UNITED_WARREN,Warren,Refinery Fuel,Standard,PADD I,5.59
BP_WHITING,Whiting,Refinery Fuel,Standard,PADD II,5.07
VALERO_LOS_ANGELES,Wilmington Valero,Refinery Fuel,Standard,PADD V,7.23
CENOVUS_WOOD_RIVER,Wood River,Refinery Fuel,Standard,PADD II,5.20
HF_WOODS_CROSS,Woods Cross Holly Corp,Refinery Fuel,Standard,PADD IV,3.75
CVR_WYNNEWOOD,Wynnewood,Refinery Fuel,Standard,PADD II,2.39
BP_FERNDALE,Cherry Point,HVO,Standard,PADD V,1.18
,San Francisco (Rodeo and Santa Maria),HVO,Standard,PADD V,2.86
SINCLAIR_SINCLAIR,Sinclair,HVO,Standard,PADD IV,7.21
