site,refinery_id,month,capacity_kbd
Lake Charles (Pelican),,2026-02,0.0
Lake Charles (Pelican),,2026-03,0.0
Lake Charles (Pelican),,2026-04,0.0
Lake Charles (Pelican),,2026-05,0.0
Lake Charles (Pelican),,2026-06,0.0
Lake Charles (Pelican),,2026-07,0.0
Lake Charles (Pelican),,2026-08,0.0
Lake Charles (Pelican),,2026-09,0.0
Lake Charles (Pelican),,2026-10,0.0
Lake Charles (Pelican),,2026-11,0.0
Lake Charles (Pelican),,2026-12,0.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-01,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-02,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-03,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-04,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-05,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-06,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-07,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-08,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-09,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-10,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-11,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2023-12,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-01,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-02,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-03,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-04,264.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-05,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-06,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-07,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-08,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-09,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-10,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-11,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2024-12,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-01,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-02,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-03,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-04,276.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-05,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-06,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-07,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-08,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-09,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-10,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-11,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2025-12,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-01,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-02,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-03,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-04,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-05,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-06,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-07,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-08,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-09,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-10,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-11,281.0
Lake Charles (Westlake - P66),PHILLIPS_WESTLAKE,2026-12,281.0
"Laurel, MT",CHS_LAUREL,2023-01,61.1
"Laurel, MT",CHS_LAUREL,2023-02,61.1
"Laurel, MT",CHS_LAUREL,2023-03,61.1
"Laurel, MT",CHS_LAUREL,2023-04,61.1
"Laurel, MT",CHS_LAUREL,2023-05,61.1
"Laurel, MT",CHS_LAUREL,2023-06,61.1
"Laurel, MT",CHS_LAUREL,2023-07,61.1
"Laurel, MT",CHS_LAUREL,2023-08,61.1
"Laurel, MT",CHS_LAUREL,2023-09,61.1
"Laurel, MT",CHS_LAUREL,2023-10,61.1
"Laurel, MT",CHS_LAUREL,2023-11,61.1
"Laurel, MT",CHS_LAUREL,2023-12,61.1
"Laurel, MT",CHS_LAUREL,2024-01,61.1
"Laurel, MT",CHS_LAUREL,2024-02,61.1
"Laurel, MT",CHS_LAUREL,2024-03,61.1
"Laurel, MT",CHS_LAUREL,2024-04,61.1
"Laurel, MT",CHS_LAUREL,2024-05,61.1
"Laurel, MT",CHS_LAUREL,2024-06,61.1
"Laurel, MT",CHS_LAUREL,2024-07,61.1
"Laurel, MT",CHS_LAUREL,2024-08,61.1
"Laurel, MT",CHS_LAUREL,2024-09,61.1
"Laurel, MT",CHS_LAUREL,2024-10,61.1
"Laurel, MT",CHS_LAUREL,2024-11,61.1
"Laurel, MT",CHS_LAUREL,2024-12,61.1
"Laurel, MT",CHS_LAUREL,2025-01,61.1
"Laurel, MT",CHS_LAUREL,2025-02,61.1
"Laurel, MT",CHS_LAUREL,2025-03,61.1
"Laurel, MT",CHS_LAUREL,2025-04,61.1
"Laurel, MT",CHS_LAUREL,2025-05,61.1
"Laurel, MT",CHS_LAUREL,2025-06,61.1
"Laurel, MT",CHS_LAUREL,2025-07,61.1
"Laurel, MT",CHS_LAUREL,2025-08,61.1
"Laurel, MT",CHS_LAUREL,2025-09,61.1
"Laurel, MT",CHS_LAUREL,2025-10,61.1
"Laurel, MT",CHS_LAUREL,2025-11,61.1
"Laurel, MT",CHS_LAUREL,2025-12,61.1
"Laurel, MT",CHS_LAUREL,2026-01,61.1
"Laurel, MT",CHS_LAUREL,2026-02,61.1
"Laurel, MT",CHS_LAUREL,2026-03,61.1
"Laurel, MT",CHS_LAUREL,2026-04,61.1
"Laurel, MT",CHS_LAUREL,2026-05,61.1
"Laurel, MT",CHS_LAUREL,2026-06,61.1
"Laurel, MT",CHS_LAUREL,2026-07,61.1
"Laurel, MT",CHS_LAUREL,2026-08,61.1
"Laurel, MT",CHS_LAUREL,2026-09,61.1
"Laurel, MT",CHS_LAUREL,2026-10,61.1
"Laurel, MT",CHS_LAUREL,2026-11,61.1
"Laurel, MT",CHS_LAUREL,2026-12,61.1
Lemont,CITGO_LEMONT,2023-01,194.12
Lemont,CITGO_LEMONT,2023-02,194.12
Lemont,CITGO_LEMONT,2023-03,194.12
Lemont,CITGO_LEMONT,2023-04,194.12
Lemont,CITGO_LEMONT,2023-05,194.12
Lemont,CITGO_LEMONT,2023-06,194.12
Lemont,CITGO_LEMONT,2023-07,194.12
Lemont,CITGO_LEMONT,2023-08,194.12
Lemont,CITGO_LEMONT,2023-09,194.12
Lemont,CITGO_LEMONT,2023-10,194.12
Lemont,CITGO_LEMONT,2023-11,194.12
Lemont,CITGO_LEMONT,2023-12,194.12
Lemont,CITGO_LEMONT,2024-01,194.12
Lemont,CITGO_LEMONT,2024-02,194.12
Lemont,CITGO_LEMONT,2024-03,194.12
Lemont,CITGO_LEMONT,2024-04,194.12
Lemont,CITGO_LEMONT,2024-05,194.12
Lemont,CITGO_LEMONT,2024-06,194.12
Lemont,CITGO_LEMONT,2024-07,194.12
Lemont,CITGO_LEMONT,2024-08,194.12
Lemont,CITGO_LEMONT,2024-09,194.12
Lemont,CITGO_LEMONT,2024-10,194.12
Lemont,CITGO_LEMONT,2024-11,194.12
Lemont,CITGO_LEMONT,2024-12,194.12
Lemont,CITGO_LEMONT,2025-01,194.12
Lemont,CITGO_LEMONT,2025-02,194.12
Lemont,CITGO_LEMONT,2025-03,194.12
Lemont,CITGO_LEMONT,2025-04,194.12
Lemont,CITGO_LEMONT,2025-05,194.12
Lemont,CITGO_LEMONT,2025-06,194.12
Lemont,CITGO_LEMONT,2025-07,194.12
Lemont,CITGO_LEMONT,2025-08,194.12
Lemont,CITGO_LEMONT,2025-09,194.12
Lemont,CITGO_LEMONT,2025-10,194.12
Lemont,CITGO_LEMONT,2025-11,194.12
Lemont,CITGO_LEMONT,2025-12,194.12
Lemont,CITGO_LEMONT,2026-01,194.12
Lemont,CITGO_LEMONT,2026-02,194.12
Lemont,CITGO_LEMONT,2026-03,194.12
Lemont,CITGO_LEMONT,2026-04,194.12
Lemont,CITGO_LEMONT,2026-05,194.12
Lemont,CITGO_LEMONT,2026-06,194.12
Lemont,CITGO_LEMONT,2026-07,194.12
Lemont,CITGO_LEMONT,2026-08,194.12
Lemont,CITGO_LEMONT,2026-09,194.12
Lemont,CITGO_LEMONT,2026-10,194.12
Lemont,CITGO_LEMONT,2026-11,194.12
Lemont,CITGO_LEMONT,2026-12,194.12
Lima,CENOVUS_LIMA,2023-01,185.0
Lima,CENOVUS_LIMA,2023-02,185.0
Lima,CENOVUS_LIMA,2023-03,185.0
Lima,CENOVUS_LIMA,2023-04,185.0
Lima,CENOVUS_LIMA,2023-05,185.0
Lima,CENOVUS_LIMA,2023-06,185.0
Lima,CENOVUS_LIMA,2023-07,185.0
Lima,CENOVUS_LIMA,2023-08,185.0
Lima,CENOVUS_LIMA,2023-09,185.0
Lima,CENOVUS_LIMA,2023-10,185.0
Lima,CENOVUS_LIMA,2023-11,185.0
Lima,CENOVUS_LIMA,2023-12,185.0
Lima,CENOVUS_LIMA,2024-01,185.0
Lima,CENOVUS_LIMA,2024-02,185.0
Lima,CENOVUS_LIMA,2024-03,185.0
Lima,CENOVUS_LIMA,2024-04,185.0
Lima,CENOVUS_LIMA,2024-05,185.0
Lima,CENOVUS_LIMA,2024-06,185.0
Lima,CENOVUS_LIMA,2024-07,185.0
Lima,CENOVUS_LIMA,2024-08,185.0
Lima,CENOVUS_LIMA,2024-09,185.0
Lima,CENOVUS_LIMA,2024-10,185.0
Lima,CENOVUS_LIMA,2024-11,185.0
Lima,CENOVUS_LIMA,2024-12,185.0
Lima,CENOVUS_LIMA,2025-01,185.0
Lima,CENOVUS_LIMA,2025-02,185.0
Lima,CENOVUS_LIMA,2025-03,185.0
Lima,CENOVUS_LIMA,2025-04,185.0
Lima,CENOVUS_LIMA,2025-05,185.0
Lima,CENOVUS_LIMA,2025-06,185.0
Lima,CENOVUS_LIMA,2025-07,185.0
Lima,CENOVUS_LIMA,2025-08,185.0
Lima,CENOVUS_LIMA,2025-09,185.0
Lima,CENOVUS_LIMA,2025-10,185.0
Lima,CENOVUS_LIMA,2025-11,185.0
Lima,CENOVUS_LIMA,2025-12,185.0
Lima,CENOVUS_LIMA,2026-01,185.0
Lima,CENOVUS_LIMA,2026-02,185.0
Lima,CENOVUS_LIMA,2026-03,185.0
Lima,CENOVUS_LIMA,2026-04,185.0
Lima,CENOVUS_LIMA,2026-05,185.0
Lima,CENOVUS_LIMA,2026-06,185.0
Lima,CENOVUS_LIMA,2026-07,185.0
Lima,CENOVUS_LIMA,2026-08,185.0
Lima,CENOVUS_LIMA,2026-09,185.0
Lima,CENOVUS_LIMA,2026-10,185.0
Lima,CENOVUS_LIMA,2026-11,185.0
Lima,CENOVUS_LIMA,2026-12,185.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-01,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-02,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-03,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-04,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-05,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-06,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-07,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-08,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-09,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-10,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-11,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2023-12,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-01,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-02,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-03,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-04,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-05,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-06,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-07,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-08,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-09,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-10,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-11,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2024-12,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-01,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-02,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-03,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-04,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-05,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-06,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-07,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-08,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-09,159.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-10,76.93548387096774
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-11,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2025-12,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-01,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-02,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-03,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-04,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-05,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-06,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-07,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-08,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-09,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-10,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-11,0.0
Los Angeles (Wilmington and Carson),PHILLIPS_LOS_ANGELES,2026-12,0.0
Mandan,MARATHON_MANDAN,2023-01,75.5
Mandan,MARATHON_MANDAN,2023-02,75.5
Mandan,MARATHON_MANDAN,2023-03,75.5
Mandan,MARATHON_MANDAN,2023-04,75.5
Mandan,MARATHON_MANDAN,2023-05,75.5
Mandan,MARATHON_MANDAN,2023-06,75.5
Mandan,MARATHON_MANDAN,2023-07,75.5
Mandan,MARATHON_MANDAN,2023-08,75.5
Mandan,MARATHON_MANDAN,2023-09,75.5
Mandan,MARATHON_MANDAN,2023-10,75.5
Mandan,MARATHON_MANDAN,2023-11,75.5
Mandan,MARATHON_MANDAN,2023-12,75.5
Mandan,MARATHON_MANDAN,2024-01,75.5
Mandan,MARATHON_MANDAN,2024-02,75.5
Mandan,MARATHON_MANDAN,2024-03,75.5
Mandan,MARATHON_MANDAN,2024-04,75.5
Mandan,MARATHON_MANDAN,2024-05,75.5
Mandan,MARATHON_MANDAN,2024-06,75.5
Mandan,MARATHON_MANDAN,2024-07,75.5
Mandan,MARATHON_MANDAN,2024-08,75.5
Mandan,MARATHON_MANDAN,2024-09,75.5
Mandan,MARATHON_MANDAN,2024-10,75.5
Mandan,MARATHON_MANDAN,2024-11,75.5
Mandan,MARATHON_MANDAN,2024-12,75.5
Mandan,MARATHON_MANDAN,2025-01,75.5
Mandan,MARATHON_MANDAN,2025-02,75.5
Mandan,MARATHON_MANDAN,2025-03,75.5
Mandan,MARATHON_MANDAN,2025-04,75.5
Mandan,MARATHON_MANDAN,2025-05,75.5
Mandan,MARATHON_MANDAN,2025-06,75.5
Mandan,MARATHON_MANDAN,2025-07,75.5
Mandan,MARATHON_MANDAN,2025-08,75.5
Mandan,MARATHON_MANDAN,2025-09,75.5
Mandan,MARATHON_MANDAN,2025-10,75.5
Mandan,MARATHON_MANDAN,2025-11,75.5
Mandan,MARATHON_MANDAN,2025-12,75.5
Mandan,MARATHON_MANDAN,2026-01,75.5
Mandan,MARATHON_MANDAN,2026-02,75.5
Mandan,MARATHON_MANDAN,2026-03,75.5
Mandan,MARATHON_MANDAN,2026-04,75.5
Mandan,MARATHON_MANDAN,2026-05,75.5
Mandan,MARATHON_MANDAN,2026-06,75.5
Mandan,MARATHON_MANDAN,2026-07,75.5
Mandan,MARATHON_MANDAN,2026-08,75.5
Mandan,MARATHON_MANDAN,2026-09,75.5
Mandan,MARATHON_MANDAN,2026-10,75.5
Mandan,MARATHON_MANDAN,2026-11,75.5
Mandan,MARATHON_MANDAN,2026-12,75.5
Martinez,PBF_MARTINEZ,2023-01,158.0
Martinez,PBF_MARTINEZ,2023-02,158.0
Martinez,PBF_MARTINEZ,2023-03,158.0
Martinez,PBF_MARTINEZ,2023-04,158.0
Martinez,PBF_MARTINEZ,2023-05,158.0
Martinez,PBF_MARTINEZ,2023-06,158.0
Martinez,PBF_MARTINEZ,2023-07,158.0
Martinez,PBF_MARTINEZ,2023-08,158.0
Martinez,PBF_MARTINEZ,2023-09,158.0
Martinez,PBF_MARTINEZ,2023-10,158.0
Martinez,PBF_MARTINEZ,2023-11,158.0
Martinez,PBF_MARTINEZ,2023-12,158.0
Martinez,PBF_MARTINEZ,2024-01,158.0
Martinez,PBF_MARTINEZ,2024-02,158.0
Martinez,PBF_MARTINEZ,2024-03,158.0
Martinez,PBF_MARTINEZ,2024-04,158.0
Martinez,PBF_MARTINEZ,2024-05,158.0
Martinez,PBF_MARTINEZ,2024-06,158.0
Martinez,PBF_MARTINEZ,2024-07,158.0
Martinez,PBF_MARTINEZ,2024-08,158.0
Martinez,PBF_MARTINEZ,2024-09,158.0
Martinez,PBF_MARTINEZ,2024-10,158.0
Martinez,PBF_MARTINEZ,2024-11,158.0
Martinez,PBF_MARTINEZ,2024-12,158.0
Martinez,PBF_MARTINEZ,2025-01,158.0
Martinez,PBF_MARTINEZ,2025-02,158.0
Martinez,PBF_MARTINEZ,2025-03,158.0
Martinez,PBF_MARTINEZ,2025-04,158.0
Martinez,PBF_MARTINEZ,2025-05,158.0
Martinez,PBF_MARTINEZ,2025-06,158.0
Martinez,PBF_MARTINEZ,2025-07,158.0
Martinez,PBF_MARTINEZ,2025-08,158.0
Martinez,PBF_MARTINEZ,2025-09,158.0
Martinez,PBF_MARTINEZ,2025-10,158.0
Martinez,PBF_MARTINEZ,2025-11,158.0
Martinez,PBF_MARTINEZ,2025-12,158.0
Martinez,PBF_MARTINEZ,2026-01,158.0
Martinez,PBF_MARTINEZ,2026-02,158.0
Martinez,PBF_MARTINEZ,2026-03,158.0
Martinez,PBF_MARTINEZ,2026-04,158.0
Martinez,PBF_MARTINEZ,2026-05,158.0
Martinez,PBF_MARTINEZ,2026-06,158.0
Martinez,PBF_MARTINEZ,2026-07,158.0
Martinez,PBF_MARTINEZ,2026-08,158.0
Martinez,PBF_MARTINEZ,2026-09,158.0
Martinez,PBF_MARTINEZ,2026-10,158.0
Martinez,PBF_MARTINEZ,2026-11,158.0
Martinez,PBF_MARTINEZ,2026-12,158.0
McKee (Sunray),VALERO_SUNRAY,2023-01,195.0
McKee (Sunray),VALERO_SUNRAY,2023-02,195.0
McKee (Sunray),VALERO_SUNRAY,2023-03,195.0
McKee (Sunray),VALERO_SUNRAY,2023-04,195.0
McKee (Sunray),VALERO_SUNRAY,2023-05,195.0
McKee (Sunray),VALERO_SUNRAY,2023-06,195.0
McKee (Sunray),VALERO_SUNRAY,2023-07,195.0
McKee (Sunray),VALERO_SUNRAY,2023-08,195.0
McKee (Sunray),VALERO_SUNRAY,2023-09,195.0
McKee (Sunray),VALERO_SUNRAY,2023-10,195.0
McKee (Sunray),VALERO_SUNRAY,2023-11,195.0
McKee (Sunray),VALERO_SUNRAY,2023-12,195.0
McKee (Sunray),VALERO_SUNRAY,2024-01,195.0
McKee (Sunray),VALERO_SUNRAY,2024-02,195.0
McKee (Sunray),VALERO_SUNRAY,2024-03,195.0
McKee (Sunray),VALERO_SUNRAY,2024-04,195.0
McKee (Sunray),VALERO_SUNRAY,2024-05,195.0
McKee (Sunray),VALERO_SUNRAY,2024-06,195.0
McKee (Sunray),VALERO_SUNRAY,2024-07,195.0
McKee (Sunray),VALERO_SUNRAY,2024-08,195.0
McKee (Sunray),VALERO_SUNRAY,2024-09,195.0
McKee (Sunray),VALERO_SUNRAY,2024-10,195.0
McKee (Sunray),VALERO_SUNRAY,2024-11,195.0
McKee (Sunray),VALERO_SUNRAY,2024-12,195.0
McKee (Sunray),VALERO_SUNRAY,2025-01,195.0
McKee (Sunray),VALERO_SUNRAY,2025-02,195.0
McKee (Sunray),VALERO_SUNRAY,2025-03,195.0
McKee (Sunray),VALERO_SUNRAY,2025-04,195.0
McKee (Sunray),VALERO_SUNRAY,2025-05,195.0
McKee (Sunray),VALERO_SUNRAY,2025-06,195.0
McKee (Sunray),VALERO_SUNRAY,2025-07,195.0
McKee (Sunray),VALERO_SUNRAY,2025-08,195.0
McKee (Sunray),VALERO_SUNRAY,2025-09,195.0
McKee (Sunray),VALERO_SUNRAY,2025-10,195.0
McKee (Sunray),VALERO_SUNRAY,2025-11,195.0
McKee (Sunray),VALERO_SUNRAY,2025-12,195.0
McKee (Sunray),VALERO_SUNRAY,2026-01,195.0
McKee (Sunray),VALERO_SUNRAY,2026-02,195.0
McKee (Sunray),VALERO_SUNRAY,2026-03,195.0
McKee (Sunray),VALERO_SUNRAY,2026-04,195.0
McKee (Sunray),VALERO_SUNRAY,2026-05,195.0
McKee (Sunray),VALERO_SUNRAY,2026-06,195.0
McKee (Sunray),VALERO_SUNRAY,2026-07,195.0
McKee (Sunray),VALERO_SUNRAY,2026-08,195.0
McKee (Sunray),VALERO_SUNRAY,2026-09,195.0
McKee (Sunray),VALERO_SUNRAY,2026-10,195.0
McKee (Sunray),VALERO_SUNRAY,2026-11,195.0
McKee (Sunray),VALERO_SUNRAY,2026-12,195.0
McPherson,NCRA_MCPHERSON,2023-01,115.43
McPherson,NCRA_MCPHERSON,2023-02,115.43
McPherson,NCRA_MCPHERSON,2023-03,115.43
McPherson,NCRA_MCPHERSON,2023-04,115.43
McPherson,NCRA_MCPHERSON,2023-05,115.43
McPherson,NCRA_MCPHERSON,2023-06,115.43
McPherson,NCRA_MCPHERSON,2023-07,115.43
McPherson,NCRA_MCPHERSON,2023-08,115.43
McPherson,NCRA_MCPHERSON,2023-09,115.43
McPherson,NCRA_MCPHERSON,2023-10,115.43
McPherson,NCRA_MCPHERSON,2023-11,115.43
McPherson,NCRA_MCPHERSON,2023-12,115.43
McPherson,NCRA_MCPHERSON,2024-01,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-02,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-03,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-04,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-05,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-06,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-07,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-08,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-09,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-10,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-11,117.10000000000001
McPherson,NCRA_MCPHERSON,2024-12,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-01,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-02,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-03,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-04,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-05,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-06,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-07,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-08,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-09,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-10,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-11,117.10000000000001
McPherson,NCRA_MCPHERSON,2025-12,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-01,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-02,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-03,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-04,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-05,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-06,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-07,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-08,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-09,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-10,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-11,117.10000000000001
McPherson,NCRA_MCPHERSON,2026-12,117.10000000000001
Memphis,VALERO_MEMPHIS,2023-01,180.0
Memphis,VALERO_MEMPHIS,2023-02,180.0
Memphis,VALERO_MEMPHIS,2023-03,180.0
Memphis,VALERO_MEMPHIS,2023-04,180.0
Memphis,VALERO_MEMPHIS,2023-05,180.0
Memphis,VALERO_MEMPHIS,2023-06,180.0
Memphis,VALERO_MEMPHIS,2023-07,180.0
Memphis,VALERO_MEMPHIS,2023-08,180.0
Memphis,VALERO_MEMPHIS,2023-09,180.0
Memphis,VALERO_MEMPHIS,2023-10,180.0
Memphis,VALERO_MEMPHIS,2023-11,180.0
Memphis,VALERO_MEMPHIS,2023-12,180.0
Memphis,VALERO_MEMPHIS,2024-01,180.0
Memphis,VALERO_MEMPHIS,2024-02,180.0
Memphis,VALERO_MEMPHIS,2024-03,180.0
Memphis,VALERO_MEMPHIS,2024-04,180.0
Memphis,VALERO_MEMPHIS,2024-05,180.0
Memphis,VALERO_MEMPHIS,2024-06,180.0
Memphis,VALERO_MEMPHIS,2024-07,180.0
Memphis,VALERO_MEMPHIS,2024-08,180.0
Memphis,VALERO_MEMPHIS,2024-09,180.0
