site,refinery_id,month,capacity_kbd
Benicia,VALERO_BENICIA,2023-07,145.0
Benicia,VALERO_BENICIA,2023-08,145.0
Benicia,VALERO_BENICIA,2023-09,145.0
Benicia,VALERO_BENICIA,2023-10,145.0
Benicia,VALERO_BENICIA,2023-11,145.0
Benicia,VALERO_BENICIA,2023-12,145.0
Benicia,VALERO_BENICIA,2024-01,145.0
Benicia,VALERO_BENICIA,2024-02,145.0
Benicia,VALERO_BENICIA,2024-03,145.0
Benicia,VALERO_BENICIA,2024-04,145.0
Benicia,VALERO_BENICIA,2024-05,145.0
Benicia,VALERO_BENICIA,2024-06,145.0
Benicia,VALERO_BENICIA,2024-07,145.0
Benicia,VALERO_BENICIA,2024-08,145.0
Benicia,VALERO_BENICIA,2024-09,145.0
Benicia,VALERO_BENICIA,2024-10,145.0
Benicia,VALERO_BENICIA,2024-11,145.0
Benicia,VALERO_BENICIA,2024-12,145.0
Benicia,VALERO_BENICIA,2025-01,145.0
Benicia,VALERO_BENICIA,2025-02,145.0
Benicia,VALERO_BENICIA,2025-03,145.0
Benicia,VALERO_BENICIA,2025-04,145.0
Benicia,VALERO_BENICIA,2025-05,145.0
Benicia,VALERO_BENICIA,2025-06,145.0
Benicia,VALERO_BENICIA,2025-07,145.0
Benicia,VALERO_BENICIA,2025-08,145.0
Benicia,VALERO_BENICIA,2025-09,145.0
Benicia,VALERO_BENICIA,2025-10,145.0
Benicia,VALERO_BENICIA,2025-11,145.0
Benicia,VALERO_BENICIA,2025-12,145.0
Benicia,VALERO_BENICIA,2026-01,145.0
Benicia,VALERO_BENICIA,2026-02,36.25
Benicia,VALERO_BENICIA,2026-03,0.0
Benicia,VALERO_BENICIA,2026-04,0.0
Benicia,VALERO_BENICIA,2026-05,0.0
Benicia,VALERO_BENICIA,2026-06,0.0
Benicia,VALERO_BENICIA,2026-07,0.0
Benicia,VALERO_BENICIA,2026-08,0.0
Benicia,VALERO_BENICIA,2026-09,0.0
Benicia,VALERO_BENICIA,2026-10,0.0
Benicia,VALERO_BENICIA,2026-11,0.0
Benicia,VALERO_BENICIA,2026-12,0.0
Big Spring,ALON_BIG_SPRINGS,2023-01,73.0
Big Spring,ALON_BIG_SPRINGS,2023-02,73.0
Big Spring,ALON_BIG_SPRINGS,2023-03,73.0
Big Spring,ALON_BIG_SPRINGS,2023-04,73.0
Big Spring,ALON_BIG_SPRINGS,2023-05,73.0
Big Spring,ALON_BIG_SPRINGS,2023-06,73.0
Big Spring,ALON_BIG_SPRINGS,2023-07,73.0
Big Spring,ALON_BIG_SPRINGS,2023-08,73.0
Big Spring,ALON_BIG_SPRINGS,2023-09,73.0
Big Spring,ALON_BIG_SPRINGS,2023-10,73.0
Big Spring,ALON_BIG_SPRINGS,2023-11,73.0
Big Spring,ALON_BIG_SPRINGS,2023-12,73.0
Big Spring,ALON_BIG_SPRINGS,2024-01,73.0
Big Spring,ALON_BIG_SPRINGS,2024-02,73.0
Big Spring,ALON_BIG_SPRINGS,2024-03,73.0
Big Spring,ALON_BIG_SPRINGS,2024-04,73.0
Big Spring,ALON_BIG_SPRINGS,2024-05,73.0
Big Spring,ALON_BIG_SPRINGS,2024-06,73.0
Big Spring,ALON_BIG_SPRINGS,2024-07,73.0
Big Spring,ALON_BIG_SPRINGS,2024-08,73.0
Big Spring,ALON_BIG_SPRINGS,2024-09,73.0
Big Spring,ALON_BIG_SPRINGS,2024-10,73.0
Big Spring,ALON_BIG_SPRINGS,2024-11,73.0
Big Spring,ALON_BIG_SPRINGS,2024-12,73.0
Big Spring,ALON_BIG_SPRINGS,2025-01,73.0
Big Spring,ALON_BIG_SPRINGS,2025-02,73.0
Big Spring,ALON_BIG_SPRINGS,2025-03,73.0
Big Spring,ALON_BIG_SPRINGS,2025-04,73.0
Big Spring,ALON_BIG_SPRINGS,2025-05,73.0
Big Spring,ALON_BIG_SPRINGS,2025-06,73.0
Big Spring,ALON_BIG_SPRINGS,2025-07,73.0
Big Spring,ALON_BIG_SPRINGS,2025-08,73.0
Big Spring,ALON_BIG_SPRINGS,2025-09,73.0
Big Spring,ALON_BIG_SPRINGS,2025-10,73.0
Big Spring,ALON_BIG_SPRINGS,2025-11,73.0
Big Spring,ALON_BIG_SPRINGS,2025-12,73.0
Big Spring,ALON_BIG_SPRINGS,2026-01,73.0
Big Spring,ALON_BIG_SPRINGS,2026-02,73.0
Big Spring,ALON_BIG_SPRINGS,2026-03,73.0
Big Spring,ALON_BIG_SPRINGS,2026-04,73.0
Big Spring,ALON_BIG_SPRINGS,2026-05,73.0
Big Spring,ALON_BIG_SPRINGS,2026-06,73.0
Big Spring,ALON_BIG_SPRINGS,2026-07,73.0
Big Spring,ALON_BIG_SPRINGS,2026-08,73.0
Big Spring,ALON_BIG_SPRINGS,2026-09,73.0
Big Spring,ALON_BIG_SPRINGS,2026-10,73.0
Big Spring,ALON_BIG_SPRINGS,2026-11,73.0
Big Spring,ALON_BIG_SPRINGS,2026-12,73.0
Billings,PAR_BILLINGS,2023-01,62.9
Billings,PAR_BILLINGS,2023-02,62.9
Billings,PAR_BILLINGS,2023-03,62.9
Billings,PAR_BILLINGS,2023-04,62.9
Billings,PAR_BILLINGS,2023-05,62.9
Billings,PAR_BILLINGS,2023-06,62.9
Billings,PAR_BILLINGS,2023-07,62.9
Billings,PAR_BILLINGS,2023-08,62.9
Billings,PAR_BILLINGS,2023-09,62.9
Billings,PAR_BILLINGS,2023-10,62.9
Billings,PAR_BILLINGS,2023-11,62.9
Billings,PAR_BILLINGS,2023-12,62.9
Billings,PAR_BILLINGS,2024-01,62.9
Billings,PAR_BILLINGS,2024-02,62.9
Billings,PAR_BILLINGS,2024-03,62.9
Billings,PAR_BILLINGS,2024-04,62.9
Billings,PAR_BILLINGS,2024-05,62.9
Billings,PAR_BILLINGS,2024-06,62.9
Billings,PAR_BILLINGS,2024-07,62.9
Billings,PAR_BILLINGS,2024-08,62.9
Billings,PAR_BILLINGS,2024-09,62.9
Billings,PAR_BILLINGS,2024-10,62.9
Billings,PAR_BILLINGS,2024-11,62.9
Billings,PAR_BILLINGS,2024-12,62.9
Billings,PAR_BILLINGS,2025-01,62.9
Billings,PAR_BILLINGS,2025-02,62.9
Billings,PAR_BILLINGS,2025-03,62.9
Billings,PAR_BILLINGS,2025-04,62.9
Billings,PAR_BILLINGS,2025-05,62.9
Billings,PAR_BILLINGS,2025-06,62.9
Billings,PAR_BILLINGS,2025-07,62.9
Billings,PAR_BILLINGS,2025-08,62.9
Billings,PAR_BILLINGS,2025-09,62.9
Billings,PAR_BILLINGS,2025-10,62.9
Billings,PAR_BILLINGS,2025-11,62.9
Billings,PAR_BILLINGS,2025-12,62.9
Billings,PAR_BILLINGS,2026-01,62.9
Billings,PAR_BILLINGS,2026-02,62.9
Billings,PAR_BILLINGS,2026-03,62.9
Billings,PAR_BILLINGS,2026-04,62.9
Billings,PAR_BILLINGS,2026-05,62.9
Billings,PAR_BILLINGS,2026-06,62.9
Billings,PAR_BILLINGS,2026-07,62.9
Billings,PAR_BILLINGS,2026-08,62.9
Billings,PAR_BILLINGS,2026-09,62.9
Billings,PAR_BILLINGS,2026-10,62.9
Billings,PAR_BILLINGS,2026-11,62.9
Billings,PAR_BILLINGS,2026-12,62.9
Billings (P66),PHILLIPS_BILLINGS,2023-01,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-02,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-03,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-04,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-05,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-06,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-07,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-08,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-09,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-10,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-11,66.0
Billings (P66),PHILLIPS_BILLINGS,2023-12,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-01,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-02,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-03,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-04,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-05,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-06,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-07,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-08,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-09,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-10,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-11,66.0
Billings (P66),PHILLIPS_BILLINGS,2024-12,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-01,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-02,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-03,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-04,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-05,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-06,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-07,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-08,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-09,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-10,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-11,66.0
Billings (P66),PHILLIPS_BILLINGS,2025-12,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-01,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-02,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-03,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-04,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-05,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-06,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-07,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-08,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-09,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-10,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-11,66.0
Billings (P66),PHILLIPS_BILLINGS,2026-12,66.0
Bloomfield,,2023-01,0.0
Bloomfield,,2023-02,0.0
Bloomfield,,2023-03,0.0
Bloomfield,,2023-04,0.0
Bloomfield,,2023-05,0.0
Bloomfield,,2023-06,0.0
Bloomfield,,2023-07,0.0
Bloomfield,,2023-08,0.0
Bloomfield,,2023-09,0.0
Bloomfield,,2023-10,0.0
Bloomfield,,2023-11,0.0
Bloomfield,,2023-12,0.0
Bloomfield,,2024-01,0.0
Bloomfield,,2024-02,0.0
Bloomfield,,2024-03,0.0
Bloomfield,,2024-04,0.0
Bloomfield,,2024-05,0.0
Bloomfield,,2024-06,0.0
Bloomfield,,2024-07,0.0
Bloomfield,,2024-08,0.0
Bloomfield,,2024-09,0.0
Bloomfield,,2024-10,0.0
Bloomfield,,2024-11,0.0
Bloomfield,,2024-12,0.0
Bloomfield,,2025-01,0.0
Bloomfield,,2025-02,0.0
Bloomfield,,2025-03,0.0
Bloomfield,,2025-04,0.0
Bloomfield,,2025-05,0.0
Bloomfield,,2025-06,0.0
Bloomfield,,2025-07,0.0
Bloomfield,,2025-08,0.0
Bloomfield,,2025-09,0.0
Bloomfield,,2025-10,0.0
Bloomfield,,2025-11,0.0
Bloomfield,,2025-12,0.0
Bloomfield,,2026-01,0.0
Bloomfield,,2026-02,0.0
Bloomfield,,2026-03,0.0
Bloomfield,,2026-04,0.0
Bloomfield,,2026-05,0.0
Bloomfield,,2026-06,0.0
Bloomfield,,2026-07,0.0
Bloomfield,,2026-08,0.0
Bloomfield,,2026-09,0.0
Bloomfield,,2026-10,0.0
Bloomfield,,2026-11,0.0
Bloomfield,,2026-12,0.0
Borger,WRB_BORGER,2023-01,154.0
Borger,WRB_BORGER,2023-02,154.0
Borger,WRB_BORGER,2023-03,154.0
Borger,WRB_BORGER,2023-04,154.0
Borger,WRB_BORGER,2023-05,154.0
Borger,WRB_BORGER,2023-06,154.0
Borger,WRB_BORGER,2023-07,154.0
Borger,WRB_BORGER,2023-08,154.0
Borger,WRB_BORGER,2023-09,154.0
Borger,WRB_BORGER,2023-10,154.0
Borger,WRB_BORGER,2023-11,154.0
Borger,WRB_BORGER,2023-12,154.0
Borger,WRB_BORGER,2024-01,154.0
Borger,WRB_BORGER,2024-02,154.0
Borger,WRB_BORGER,2024-03,154.0
Borger,WRB_BORGER,2024-04,154.0
Borger,WRB_BORGER,2024-05,154.0
Borger,WRB_BORGER,2024-06,154.0
Borger,WRB_BORGER,2024-07,154.0
Borger,WRB_BORGER,2024-08,154.0
Borger,WRB_BORGER,2024-09,154.0
Borger,WRB_BORGER,2024-10,154.0
Borger,WRB_BORGER,2024-11,154.0
Borger,WRB_BORGER,2024-12,154.0
Borger,WRB_BORGER,2025-01,154.0
Borger,WRB_BORGER,2025-02,154.0
Borger,WRB_BORGER,2025-03,154.0
Borger,WRB_BORGER,2025-04,154.0
Borger,WRB_BORGER,2025-05,154.0
Borger,WRB_BORGER,2025-06,154.0
Borger,WRB_BORGER,2025-07,154.0
Borger,WRB_BORGER,2025-08,154.0
Borger,WRB_BORGER,2025-09,154.0
Borger,WRB_BORGER,2025-10,154.0
Borger,WRB_BORGER,2025-11,154.0
Borger,WRB_BORGER,2025-12,154.0
Borger,WRB_BORGER,2026-01,154.0
Borger,WRB_BORGER,2026-02,154.0
Borger,WRB_BORGER,2026-03,154.0
Borger,WRB_BORGER,2026-04,154.0
Borger,WRB_BORGER,2026-05,154.0
Borger,WRB_BORGER,2026-06,154.0
Borger,WRB_BORGER,2026-07,154.0
Borger,WRB_BORGER,2026-08,154.0
Borger,WRB_BORGER,2026-09,154.0
Borger,WRB_BORGER,2026-10,154.0
Borger,WRB_BORGER,2026-11,154.0
Borger,WRB_BORGER,2026-12,154.0
Bradford,AMERICAN_BRADFORD,2023-01,11.8
Bradford,AMERICAN_BRADFORD,2023-02,11.8
Bradford,AMERICAN_BRADFORD,2023-03,11.8
Bradford,AMERICAN_BRADFORD,2023-04,11.8
Bradford,AMERICAN_BRADFORD,2023-05,11.8
Bradford,AMERICAN_BRADFORD,2023-06,11.8
Bradford,AMERICAN_BRADFORD,2023-07,11.8
Bradford,AMERICAN_BRADFORD,2023-08,11.8
Bradford,AMERICAN_BRADFORD,2023-09,11.8
Bradford,AMERICAN_BRADFORD,2023-10,11.8
Bradford,AMERICAN_BRADFORD,2023-11,11.8
Bradford,AMERICAN_BRADFORD,2023-12,11.8
Bradford,AMERICAN_BRADFORD,2024-01,11.8
Bradford,AMERICAN_BRADFORD,2024-02,11.8
Bradford,AMERICAN_BRADFORD,2024-03,11.8
Bradford,AMERICAN_BRADFORD,2024-04,11.8
Bradford,AMERICAN_BRADFORD,2024-05,11.8
Bradford,AMERICAN_BRADFORD,2024-06,11.8
Bradford,AMERICAN_BRADFORD,2024-07,11.8
Bradford,AMERICAN_BRADFORD,2024-08,11.8
Bradford,AMERICAN_BRADFORD,2024-09,11.8
Bradford,AMERICAN_BRADFORD,2024-10,11.8
Bradford,AMERICAN_BRADFORD,2024-11,11.8
Bradford,AMERICAN_BRADFORD,2024-12,11.8
Bradford,AMERICAN_BRADFORD,2025-01,11.8
Bradford,AMERICAN_BRADFORD,2025-02,11.8
Bradford,AMERICAN_BRADFORD,2025-03,11.8
Bradford,AMERICAN_BRADFORD,2025-04,11.8
Bradford,AMERICAN_BRADFORD,2025-05,11.8
Bradford,AMERICAN_BRADFORD,2025-06,11.8
Bradford,AMERICAN_BRADFORD,2025-07,11.8
Bradford,AMERICAN_BRADFORD,2025-08,11.8
Bradford,AMERICAN_BRADFORD,2025-09,11.8
Bradford,AMERICAN_BRADFORD,2025-10,11.8
Bradford,AMERICAN_BRADFORD,2025-11,11.8
Bradford,AMERICAN_BRADFORD,2025-12,11.8
Bradford,AMERICAN_BRADFORD,2026-01,11.8
Bradford,AMERICAN_BRADFORD,2026-02,11.8
Bradford,AMERICAN_BRADFORD,2026-03,11.8
Bradford,AMERICAN_BRADFORD,2026-04,11.8
Bradford,AMERICAN_BRADFORD,2026-05,11.8
Bradford,AMERICAN_BRADFORD,2026-06,11.8
Bradford,AMERICAN_BRADFORD,2026-07,11.8
Bradford,AMERICAN_BRADFORD,2026-08,11.8
Bradford,AMERICAN_BRADFORD,2026-09,11.8
Bradford,AMERICAN_BRADFORD,2026-10,11.8
Bradford,AMERICAN_BRADFORD,2026-11,11.8
Bradford,AMERICAN_BRADFORD,2026-12,11.8
Brownsville,,2023-01,0.0
Brownsville,,2023-02,0.0
Brownsville,,2023-03,0.0
Brownsville,,2023-04,0.0
Brownsville,,2023-05,0.0
Brownsville,,2023-06,0.0
Brownsville,,2023-07,0.0
Brownsville,,2023-08,0.0
Brownsville,,2023-09,0.0
Brownsville,,2023-10,0.0
Brownsville,,2023-11,0.0
Brownsville,,2023-12,0.0
Brownsville,,2024-01,0.0
Brownsville,,2024-02,0.0
Brownsville,,2024-03,0.0
Brownsville,,2024-04,0.0
Brownsville,,2024-05,0.0
Brownsville,,2024-06,0.0
Brownsville,,2024-07,0.0
Brownsville,,2024-08,0.0
Brownsville,,2024-09,0.0
Brownsville,,2024-10,0.0
Brownsville,,2024-11,0.0
Brownsville,,2024-12,0.0
Brownsville,,2025-01,0.0
Brownsville,,2025-02,0.0
Brownsville,,2025-03,0.0
Brownsville,,2025-04,0.0
Brownsville,,2025-05,0.0
Brownsville,,2025-06,0.0
Brownsville,,2025-07,0.0
Brownsville,,2025-08,0.0
Brownsville,,2025-09,0.0
Brownsville,,2025-10,0.0
Brownsville,,2025-11,0.0
Brownsville,,2025-12,0.0
Brownsville,,2026-01,0.0
Brownsville,,2026-02,0.0
Brownsville,,2026-03,0.0
Brownsville,,2026-04,0.0
Brownsville,,2026-05,0.0
Brownsville,,2026-06,0.0
Brownsville,,2026-07,0.0
Brownsville,,2026-08,0.0
Brownsville,,2026-09,0.0
Brownsville,,2026-10,0.0
Brownsville,,2026-11,0.0
Brownsville,,2026-12,0.0
Canton,MARATHON_CANTON,2023-01,100.0
Canton,MARATHON_CANTON,2023-02,100.0
Canton,MARATHON_CANTON,2023-03,100.0
Canton,MARATHON_CANTON,2023-04,100.0
Canton,MARATHON_CANTON,2023-05,100.0
Canton,MARATHON_CANTON,2023-06,100.0
Canton,MARATHON_CANTON,2023-07,100.0
Canton,MARATHON_CANTON,2023-08,100.0
Canton,MARATHON_CANTON,2023-09,100.0
Canton,MARATHON_CANTON,2023-10,100.0
Canton,MARATHON_CANTON,2023-11,100.0
Canton,MARATHON_CANTON,2023-12,100.0
Canton,MARATHON_CANTON,2024-01,100.0
Canton,MARATHON_CANTON,2024-02,100.0
Canton,MARATHON_CANTON,2024-03,100.0
Canton,MARATHON_CANTON,2024-04,100.0
Canton,MARATHON_CANTON,2024-05,100.0
Canton,MARATHON_CANTON,2024-06,100.0
Canton,MARATHON_CANTON,2024-07,100.0
Canton,MARATHON_CANTON,2024-08,100.0
Canton,MARATHON_CANTON,2024-09,100.0
Canton,MARATHON_CANTON,2024-10,100.0
Canton,MARATHON_CANTON,2024-11,100.0
Canton,MARATHON_CANTON,2024-12,100.0
Canton,MARATHON_CANTON,2025-01,100.0
Canton,MARATHON_CANTON,2025-02,100.0
Canton,MARATHON_CANTON,2025-03,100.0
Canton,MARATHON_CANTON,2025-04,100.0
Canton,MARATHON_CANTON,2025-05,100.0
Canton,MARATHON_CANTON,2025-06,100.0
Canton,MARATHON_CANTON,2025-07,100.0
Canton,MARATHON_CANTON,2025-08,100.0
Canton,MARATHON_CANTON,2025-09,100.0
Canton,MARATHON_CANTON,2025-10,100.0
Canton,MARATHON_CANTON,2025-11,100.0
Canton,MARATHON_CANTON,2025-12,100.0
Canton,MARATHON_CANTON,2026-01,100.0
Canton,MARATHON_CANTON,2026-02,100.0
Canton,MARATHON_CANTON,2026-03,100.0
Canton,MARATHON_CANTON,2026-04,100.0
Canton,MARATHON_CANTON,2026-05,100.0
Canton,MARATHON_CANTON,2026-06,100.0
Canton,MARATHON_CANTON,2026-07,100.0
Canton,MARATHON_CANTON,2026-08,100.0
Canton,MARATHON_CANTON,2026-09,100.0
Canton,MARATHON_CANTON,2026-10,100.0
Canton,MARATHON_CANTON,2026-11,100.0
Canton,MARATHON_CANTON,2026-12,100.0
Carson City,MARATHON_CARSON,2023-01,281.0
Carson City,MARATHON_CARSON,2023-02,281.0
Carson City,MARATHON_CARSON,2023-03,281.0
Carson City,MARATHON_CARSON,2023-04,281.0
Carson City,MARATHON_CARSON,2023-05,281.0
Carson City,MARATHON_CARSON,2023-06,281.0
Carson City,MARATHON_CARSON,2023-07,281.0
Carson City,MARATHON_CARSON,2023-08,281.0
Carson City,MARATHON_CARSON,2023-09,281.0
Carson City,MARATHON_CARSON,2023-10,281.0
Carson City,MARATHON_CARSON,2023-11,281.0
Carson City,MARATHON_CARSON,2023-12,281.0
Carson City,MARATHON_CARSON,2024-01,281.0
Carson City,MARATHON_CARSON,2024-02,281.0
Carson City,MARATHON_CARSON,2024-03,281.0
Carson City,MARATHON_CARSON,2024-04,281.0
Carson City,MARATHON_CARSON,2024-05,281.0
Carson City,MARATHON_CARSON,2024-06,281.0
Carson City,MARATHON_CARSON,2024-07,281.0
Carson City,MARATHON_CARSON,2024-08,281.0
Carson City,MARATHON_CARSON,2024-09,281.0
Carson City,MARATHON_CARSON,2024-10,281.0
Carson City,MARATHON_CARSON,2024-11,281.0
Carson City,MARATHON_CARSON,2024-12,281.0
Carson City,MARATHON_CARSON,2025-01,281.0
Carson City,MARATHON_CARSON,2025-02,281.0
Carson City,MARATHON_CARSON,2025-03,281.0
Carson City,MARATHON_CARSON,2025-04,281.0
Carson City,MARATHON_CARSON,2025-05,281.0
Carson City,MARATHON_CARSON,2025-06,281.0
Carson City,MARATHON_CARSON,2025-07,281.0
Carson City,MARATHON_CARSON,2025-08,281.0
Carson City,MARATHON_CARSON,2025-09,281.0
Carson City,MARATHON_CARSON,2025-10,281.0
Carson City,MARATHON_CARSON,2025-11,281.0
Carson City,MARATHON_CARSON,2025-12,281.0
Carson City,MARATHON_CARSON,2026-01,281.0
Carson City,MARATHON_CARSON,2026-02,281.0
Carson City,MARATHON_CARSON,2026-03,281.0
Carson City,MARATHON_CARSON,2026-04,281.0
Carson City,MARATHON_CARSON,2026-05,281.0
Carson City,MARATHON_CARSON,2026-06,281.0
Carson City,MARATHON_CARSON,2026-07,281.0
Carson City,MARATHON_CARSON,2026-08,281.0
Carson City,MARATHON_CARSON,2026-09,281.0
Carson City,MARATHON_CARSON,2026-10,281.0
Carson City,MARATHON_CARSON,2026-11,281.0
Carson City,MARATHON_CARSON,2026-12,281.0
Casper (Evansville),HF_CASPER,2023-01,30.0
Casper (Evansville),HF_CASPER,2023-02,30.0
Casper (Evansville),HF_CASPER,2023-03,30.0
Casper (Evansville),HF_CASPER,2023-04,30.0
Casper (Evansville),HF_CASPER,2023-05,30.0
Casper (Evansville),HF_CASPER,2023-06,30.0
Casper (Evansville),HF_CASPER,2023-07,30.0
Casper (Evansville),HF_CASPER,2023-08,30.0
Casper (Evansville),HF_CASPER,2023-09,30.0
Casper (Evansville),HF_CASPER,2023-10,30.0
Casper (Evansville),HF_CASPER,2023-11,30.0
Casper (Evansville),HF_CASPER,2023-12,30.0
Casper (Evansville),HF_CASPER,2024-01,30.0
Casper (Evansville),HF_CASPER,2024-02,30.0
Casper (Evansville),HF_CASPER,2024-03,30.0
Casper (Evansville),HF_CASPER,2024-04,30.0
Casper (Evansville),HF_CASPER,2024-05,30.0
Casper (Evansville),HF_CASPER,2024-06,30.0
Casper (Evansville),HF_CASPER,2024-07,30.0
Casper (Evansville),HF_CASPER,2024-08,30.0
Casper (Evansville),HF_CASPER,2024-09,30.0
Casper (Evansville),HF_CASPER,2024-10,30.0
Casper (Evansville),HF_CASPER,2024-11,30.0
Casper (Evansville),HF_CASPER,2024-12,30.0
Casper (Evansville),HF_CASPER,2025-01,30.0
Casper (Evansville),HF_CASPER,2025-02,30.0
Casper (Evansville),HF_CASPER,2025-03,30.0
Casper (Evansville),HF_CASPER,2025-04,30.0
Casper (Evansville),HF_CASPER,2025-05,30.0
Casper (Evansville),HF_CASPER,2025-06,30.0
Casper (Evansville),HF_CASPER,2025-07,30.0
Casper (Evansville),HF_CASPER,2025-08,30.0
Casper (Evansville),HF_CASPER,2025-09,30.0
Casper (Evansville),HF_CASPER,2025-10,30.0
Casper (Evansville),HF_CASPER,2025-11,30.0
Casper (Evansville),HF_CASPER,2025-12,30.0
Casper (Evansville),HF_CASPER,2026-01,30.0
Casper (Evansville),HF_CASPER,2026-02,30.0
Casper (Evansville),HF_CASPER,2026-03,30.0
Casper (Evansville),HF_CASPER,2026-04,30.0
Casper (Evansville),HF_CASPER,2026-05,30.0
Casper (Evansville),HF_CASPER,2026-06,30.0
Casper (Evansville),HF_CASPER,2026-07,30.0
Casper (Evansville),HF_CASPER,2026-08,30.0
Casper (Evansville),HF_CASPER,2026-09,30.0
Casper (Evansville),HF_CASPER,2026-10,30.0
Casper (Evansville),HF_CASPER,2026-11,30.0
Casper (Evansville),HF_CASPER,2026-12,30.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-01,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-02,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-03,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-04,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-05,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-06,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-07,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-08,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-09,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-10,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-11,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2023-12,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-01,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-02,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-03,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-04,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-05,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-06,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-07,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-08,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-09,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-10,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-11,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2024-12,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2025-01,316.0
Catlettsburg,MARATHON_CATLETTSBURG,2025-02,316.0
