padd,refinery,unit,series_label,dataset_id,date,value,frequency,aspect,aspect_subtype,category,category_subtype,country,country_iso,forecast_start_date,lifecycle_stage,release_date,source,sub_region,asset_id
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2023-09-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2023-10-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2023-11-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2023-12-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-01-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-02-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-03-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-04-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-05-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-06-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-07-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-08-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-09-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-10-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-11-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2024-12-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-01-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-02-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-03-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-04-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-05-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-06-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-07-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-08-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-09-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-10-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-11-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2025-12-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-01-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-02-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-03-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-04-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-05-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-06-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-07-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-08-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-09-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-10-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-11-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Lima,kbbl_d,Monthly refinery nameplate capacity for US: Lima in kb/d,570421,2026-12-01,185.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3078
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-01-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-02-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-03-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-04-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-05-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-06-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-07-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-08-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-09-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-10-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-11-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2023-12-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-01-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-02-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-03-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-04-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-05-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-06-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-07-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-08-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-09-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-10-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-11-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2024-12-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-01-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-02-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-03-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-04-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-05-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-06-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-07-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-08-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-09-01,159.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-10-01,76.93548387096774,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-11-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2025-12-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-01-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-02-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-03-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-04-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-05-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-06-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-07-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-08-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-09-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-10-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-11-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Los Angeles (Wilmington and Carson),kbbl_d,Monthly refinery nameplate capacity for US: Los Angeles (Wilmington and Carson) in kb/d,570422,2026-12-01,0.0,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3085
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-01-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-02-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-03-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-04-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-05-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-06-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-07-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-08-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-09-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-10-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-11-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2023-12-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-01-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-02-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-03-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-04-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-05-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-06-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-07-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-08-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-09-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-10-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-11-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2024-12-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2025-01-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
NA,Mandan,kbbl_d,Monthly refinery nameplate capacity for US: Mandan in kb/d,570423,2025-02-01,75.5,monthly,capacity,nameplate_capacity,oil_products,,US,US,,actual,2026-07-03T11:10:00,Energy Aspects,,3097
